title,description,minidescription,city,type,level,profile_picture,is_visible,phones,mails,instagram,vk,website,whats_app,facebook,classmates,tiktok,twitter,youtube,gallery
А-Линия,"Хоккейный клуб «А-Линия» без преувеличения можно назвать старейшим клубом Москвы. Он был образован в далеком 1998 году, и вырос из обыкновенной дворовой команды: в районе Бирюлево Западное, построили ледовый каток. В те годы, когда развитие массового спорта не входило в число приоритетных направлений государственной политики, это воспринималось как подарок судьбы.  Хоккейные площадки Москвы были наперечет.
Молодые люди, играющие до этого только в зимний сезон на открытых площадках, пришли к директору катка с просьбой арендовать лед. Им было отказано.  Тогда они обратились к Бородаевой Алине , как к депутату. Алина Юрьевна, занимающая активную жизненную позицию, сумела решить вопрос – уговорила директора катка, но с условием, что молодые люди будут организованы в команду, а возглавит ее сама Алина. Появилось и название команды. Его придумали ребята-хоккеисты. «А» – первая буква алфавита, начало всему, обязывает к достижениям, «Линия» – движение вперед.
На протяжении многих лет, в хоккейный клуб «А-Линия» входило от 4 до 10 любительских  команд.
 
Управление:
Управлением старейшим любительским  клубом  Москвы , занимается Бородаева Алина Юрьевна ( первая и единственная в мире женщина –президент ХК «А-Линия», имеет четыре высших образования, является создателем и генеральным директором сети медицинских центров «А-Линия»,  депутат двух созывов ).  Данным клубом Алина Бородаева руководит более 20 лет. За это время произошло много изменений и реорганизаций, но командный дух и воля к победе до сих пор остается неизменным!
Неоднократно, на протяжении всех  20 лет существования клуба , многие коллеги- хоккеисты говорили о том, что женщины и хоккей- вещь не совместимые. И только Бородаевой Алине удалось напрочь разбить данные стереотипы, доказав обратное на деле, и заслужив признание в «мужском мире хоккея»
 
Уникальность клуба:
 Любительский хоккейный клуб «А-Линия» -  является основоположником создания Ассоциации любительского хоккея. Более того, ХК «А-Линия» стала самой первой командой, которая вошла в состав АЛХ.
Помимо этого, ХК «А-Линия»- это первая любительская команда, которая выдвинула инициативу на создание соревнований на Кубок Главы Управы, и блестяще ее реализовала. На таком положительном результате, в дальнейшем были созданы более крупные соревнования : «Кубок главы муниципалитета» , «Кубок Префекта», «Кубок Мера».
Так же,  ХК «А-Линия» приняла участие в Первом открытом чемпионате по хоккею г. Москвы среди мужских любительских хоккейных команд.
 
Наши достижения:
Чемпионат по хоккею среди мужских команд – 2003 г. 3 место – Открытый чемпионат Москвы среди мужских команд – 2004 г. 3 место – Кубок главы управы Бирюлёво Западное – 2003г. 1 место – Кубок главы управы Бирюлёво Западное – 2004г. 1 место – Кубок главы управы Бирюлёво Западное – 2005г. 2 место – Чемпионаты ХК А Линия – Кубок муниципалитета Бирюлёво Западное
- Ночная Хоккейная Лига 2016-2017гг  6 дивизион- 2 место","Хоккейный клуб «А-Линия» без преувеличения можно назвать старейшим клубом Москвы. Он был образован в далеком 1998 году, и вырос из обыкновенной дворовой команды: в районе Бирюлево Западное, построили ледовый каток. В те годы, когда развитие массового спорта не входило в число приоритетных направлений государственной политики, это воспринималось как подарок судьбы.  Хоккейные площадки Москвы были наперечет.
Молодые люди, играющие до этого только в зимний сезон на открытых площадках, пришли к директору катка с просьбой арендовать лед. Им было отказано.  Тогда они обратились к Бородаевой Алине , как к депутату. Алина Юрьевна, занимающая активную жизненную позицию, сумела решить вопрос – уговорила директора катка, но с условием, что молодые люди будут организованы в команду, а возглавит ее сама Алина. Появилось и название команды. Его придумали ребята-хоккеисты. «А» – первая буква алфавита, начало всему, обязывает к достижениям, «Линия» – движение вперед.
На протяжении многих лет, в хоккейный клуб «А-Линия» входило от 4 до 10 любительских  команд.
 
Управление:
Управлением старейшим любительским  клубом  Москвы , занимается Бородаева Алина Юрьевна ( первая и единственная в мире женщина –президент ХК «А-Линия», имеет четыре высших образования, является создателем и генеральным директором сети медицинских центров «А-Линия»,  депутат двух созывов ).  Данным клубом Алина Бородаева руководит более 20 лет. За это время произошло много изменений и реорганизаций, но командный дух и воля к победе до сих пор остается неизменным!
Неоднократно, на протяжении всех  20 лет существования клуба , многие коллеги- хоккеисты говорили о том, что женщины и хоккей- вещь не совместимые. И только Бородаевой Алине удалось напрочь разбить данные стереотипы, доказав обратное на деле, и заслужив признание в «мужском мире хоккея»
 
Уникальность клуба:
 Любительский хоккейный клуб «А-Линия» -  является основоположником создания Ассоциации любительского хоккея. Более того, ХК «А-Линия» стала самой первой командой, которая вошла в состав АЛХ.
Помимо этого, ХК «А-Линия»- это первая любительская команда, которая выдвинула инициативу на создание соревнований на Кубок Главы Управы, и блестяще ее реализовала. На таком положительном результате, в дальнейшем были созданы более крупные соревнования : «Кубок главы муниципалитета» , «Кубок Префекта», «Кубок Мера».
Так же,  ХК «А-Линия» приняла участие в Первом открытом чемпионате по хоккею г. Москвы среди мужских любительских хоккейных команд.
 
Наши достижения:
Чемпионат по хоккею среди мужских команд – 2003 г. 3 место – Открытый чемпионат Москвы среди мужских команд – 2004 г. 3 место – Кубок главы управы Бирюлёво Западное – 2003г. 1 место – Кубок главы управы Бирюлёво Западное – 2004г. 1 место – Кубок главы управы Бирюлёво Западное – 2005г. 2 место – Чемпионаты ХК А Линия – Кубок муниципалитета Бирюлёво Западное
- Ночная Хоккейная Лига 2016-2017гг  6 дивизион- 2 место",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_1597_20170817201634.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_2846_20180809184640.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_2846_20180809184640.jpg}"
Авангард,,,г. Северодвинск,,,https://arh.nhliga.org/data/teams/logo/200/teamlogo_5338_20191025131456.jpg,null,{},{},,,,,,,,,,"{https://arh.nhliga.org/data/teams/photo/large/team_photo_6492_20201127145953.jpg, https://arh.nhliga.org/data/teams/form/large/team_form_6492_20210407114713.jpg}"
Авангард,,,г. Тамбов,,,https://tambov.nhliga.org/data/teams/logo/200/teamlogo_3505_20180822161136.jpg,null,{},{},,,,,,,,,,"{https://tambov.nhliga.org/data/teams/photo/large/team_photo_3505_20181128122429.jpg, https://tambov.nhliga.org/data/teams/form/large/team_form_3505_20180822161136.jpg}"
Авиатор 40+,,,г. Новосибирск,,,https://nsk.nhliga.org/data/teams/logo/200/t_logo_1506_Aviator_40_1_27122017_143120.jpg,null,{},{},,,,,,,,,,{https://nsk.nhliga.org/data/teams/form/default_form.jpg}
Авторитет,"Команда ""Авторитет"" создана в 2008 году.                                      
Неоднократные призеры и победители первенства Амурской области и города Благовещенска по хоккею. Четырехкратные победители отборочного этапа НХЛ в Амурской области и участники финала НХЛ в г. Сочи.  ХК ""Авторитет"" неоднократно входила в 10 лучших любительских команд России в своем дивизионе (Лига Надежды).","Команда ""Авторитет"" создана в 2008 году.                                      
Неоднократные призеры и победители первенства Амурской области и города Благовещенска по хоккею. Четырехкратные победители отборочного этапа НХЛ в Амурской области и участники финала НХЛ в г. Сочи.  ХК ""Авторитет"" неоднократно входила в 10 лучших любительских команд России в своем дивизионе (Лига Надежды).",г. Благовещенск,,,https://amurobl.nhliga.org/data/teams/logo/200/teamlogo_1437_20170426151724.jpg,null,{},{},,,,,,,,,,"{https://amurobl.nhliga.org/data/teams/photo/large/team_photo_4842_20190909113434.jpg, https://amurobl.nhliga.org/data/teams/form/large/team_form_1437_20170421142710.jpg}"
Айс Дакс,"Кто мы??Мы - молодая команда юных энтузиастов, средним возрастом слегка за 40 и средним весом чуть за 100.Мы все разные, из разных отраслей. Мы и юристы, и строители, и банкиры, и госслужащие, и айтишники, да кто только не мы!Почти все мы встали на коньки, начав играть в хоккей 5 лет назад. Сильно уставали, зато учились в форме, в шлемах и почти не ушибались.
Почему мы Утки? А чтобы разным хищным животным с большими когтями, острыми зубами и грозными оскалами если что обидно было, а нам не было! Шутка! Все росомахи, тигры, волки, орлы и акулы с медведями были заняты
У нас нет спонсоров – все сами, назло любому кризису, мало игровой практики, нет громких побед над именитыми соперниками, но есть командная и личные победы над собой, дружный и сплоченный коллектив, огромное желание играть, соревноваться и побеждать, конечно же, мы тоже обязательно хотим!
С дружбой и, непременно, с юмором и самоиронией, решительно идем мы в НХЛ навстречу своим первым победам и пределам, чтобы обязательно их преодолеть и гордиться своей командой, каждым ее игроком, болельщиками и тренером.
Искренне Ваши,Впервые на арене НХЛ,Команда Ice Ducks","Кто мы??Мы - молодая команда юных энтузиастов, средним возрастом слегка за 40 и средним весом чуть за 100.Мы все разные, из разных отраслей. Мы и юристы, и строители, и банкиры, и госслужащие, и айтишники, да кто только не мы!Почти все мы встали на коньки, начав играть в хоккей 5 лет назад. Сильно уставали, зато учились в форме, в шлемах и почти не ушибались.
Почему мы Утки? А чтобы разным хищным животным с большими когтями, острыми зубами и грозными оскалами если что обидно было, а нам не было! Шутка! Все росомахи, тигры, волки, орлы и акулы с медведями были заняты
У нас нет спонсоров – все сами, назло любому кризису, мало игровой практики, нет громких побед над именитыми соперниками, но есть командная и личные победы над собой, дружный и сплоченный коллектив, огромное желание играть, соревноваться и побеждать, конечно же, мы тоже обязательно хотим!
С дружбой и, непременно, с юмором и самоиронией, решительно идем мы в НХЛ навстречу своим первым победам и пределам, чтобы обязательно их преодолеть и гордиться своей командой, каждым ее игроком, болельщиками и тренером.
Искренне Ваши,Впервые на арене НХЛ,Команда Ice Ducks",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_5868_20200917100924.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_5868_20200928025038.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_5868_20200928025038.jpg}"
Айс Про,,,г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_5861_20200917100856.jpg,null,{},{},,,,,,,,,,{https://msk.nhliga.org/data/teams/form/default_form.jpg}
Айс Файтерс,"Хоккейный Клуб «Ice Fighters» был основан в 2012 году страстными любителями хоккея, профессиональными спортсменами и продюсерами промоутерской компании «Fight Night Globl» Бату Хасиковым и Камилом Гаджиевым.","Хоккейный Клуб «Ice Fighters» был основан в 2012 году страстными любителями хоккея, профессиональными спортсменами и продюсерами промоутерской компании «Fight Night Globl» Бату Хасиковым и Камилом Гаджиевым.",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_4650_20190806153523.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_5838_20201003052939.jpeg, https://msk.nhliga.org/data/teams/form/large/team_form_5838_20201003052939.jpeg}"
Айс Файтерс 2,,,г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_5869_20200916185922.jpg,null,{},{},,,,,,,,,,{https://msk.nhliga.org/data/teams/form/large/team_form_5869_20200916185922.jpg}
Акулы,,,г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_7127_20210908122757.jpg,null,{},{},,,,,,,,,,{https://msk.nhliga.org/data/teams/form/default_form.jpg}
Алания,,,г. Владикавказ,,,https://alania.nhliga.org/data/teams/logo/200/t_logo_302_Alaniya_1_12042017_141316.jpg,null,{},{},,,,,,,,,,"{https://alania.nhliga.org/data/teams/photo/large/team_photo_1464_20170424154548.jpg, https://alania.nhliga.org/data/teams/form/large/team_form_1464_20170424134243.jpg}"
Алга,"ЛХК «АЛГА» начала своё существование в 2013 году.
Основателем команды  является Генеральный директор ООО «Башнефть-Добыча» Ильясов Владимир Ахметович. 
Главный тренер команды - мастер спорта СССР, воспитанник СК ЧТЗ Николай Михайлович  Заварухин.  Под его руководством команда преобразилась и в сезоне 2014-2015г.г. была призером Любительской Хоккейной Лиги Республики Башкортостан. Так же команда принимала участие в различных корпоративных  соревнованиях ПАО АНК «Башнефть».  В 2014 году проводились соревнования  среди компаний ТЭК в  г. Альметьевске, где данная команда тоже становилась призером.В сезоне 2015-2016 гг. заняла 1 место в отборочном этапе НХЛ 
Основной костяк команды состоит из сотрудников компании ПАО АНК «Башнефть».","ЛХК «АЛГА» начала своё существование в 2013 году.
Основателем команды  является Генеральный директор ООО «Башнефть-Добыча» Ильясов Владимир Ахметович. 
Главный тренер команды - мастер спорта СССР, воспитанник СК ЧТЗ Николай Михайлович  Заварухин.  Под его руководством команда преобразилась и в сезоне 2014-2015г.г. была призером Любительской Хоккейной Лиги Республики Башкортостан. Так же команда принимала участие в различных корпоративных  соревнованиях ПАО АНК «Башнефть».  В 2014 году проводились соревнования  среди компаний ТЭК в  г. Альметьевске, где данная команда тоже становилась призером.В сезоне 2015-2016 гг. заняла 1 место в отборочном этапе НХЛ 
Основной костяк команды состоит из сотрудников компании ПАО АНК «Башнефть».",г. Уфа,,,https://rb.nhliga.org/data/teams/logo/200/t_logo_1066_Alga_1_12042017_125528.jpg,null,{},{},,,,,,,,,,"{https://rb.nhliga.org/data/teams/photo/large/team_photo_1447_20170424133346.jpg, https://rb.nhliga.org/data/teams/form/large/team_form_1447_20170424133345.jpg}"
Алтушка,"Команда “Алтушка” образовалась в 2016 году.Зарождение команды началось еще в 2015 году. Тогда мы еще и не подозревали что станем командой и начнем заниматься хоккеем более профессионально. Зимой по вечерам, мы выходили с детьми играть в хоккей, чистили лёд, заливали его вместе, к нам начали тянуться люди с других районов. Вечером, после того как дети наигрались вдоволь, мы собирали взрослую компанию и шли играть. В дальнейшем нашли стадион который принял нас, мы начали кататься туда своей небольшой компанией, это было как хобби, пока не появился тренер. Мы ездили на тренировки по 2-3 раза в неделю и даже в летнее время. С тренером все пошло по-другому и неуклюжие движения переросли в динамичную игру, отличные пасы и красивые голы. В какой-то момент нам просто наскучило играть друг против друга и мы решили создать команду, чтобы поучаствовать в каком-либо соревновании. Да конечно, мы устраивали несколько товарищеских матчей с другими командами, но мы хотели проверить свои силы в турнирах. Название команды не заставило себя долго ждать, назвались Алтушкой, так как практически вся наша команда живет в Алтуфьевском районе. В сезонах 2016-2018 выступали в Московской Дворовой Хоккейной лиге по району СВАОВ сезоне 2018-2019 наконец попробовали себя в Ночной Хоккейной лиге МосквыВ сезоне 2019-2020 дошли до плей-оффа и заняли 4ое место в Ночной Хоккейной лиге МосквыНаша задача совершенствоваться и играть еще лучше.","Команда “Алтушка” образовалась в 2016 году.Зарождение команды началось еще в 2015 году. Тогда мы еще и не подозревали что станем командой и начнем заниматься хоккеем более профессионально. Зимой по вечерам, мы выходили с детьми играть в хоккей, чистили лёд, заливали его вместе, к нам начали тянуться люди с других районов. Вечером, после того как дети наигрались вдоволь, мы собирали взрослую компанию и шли играть. В дальнейшем нашли стадион который принял нас, мы начали кататься туда своей небольшой компанией, это было как хобби, пока не появился тренер. Мы ездили на тренировки по 2-3 раза в неделю и даже в летнее время. С тренером все пошло по-другому и неуклюжие движения переросли в динамичную игру, отличные пасы и красивые голы. В какой-то момент нам просто наскучило играть друг против друга и мы решили создать команду, чтобы поучаствовать в каком-либо соревновании. Да конечно, мы устраивали несколько товарищеских матчей с другими командами, но мы хотели проверить свои силы в турнирах. Название команды не заставило себя долго ждать, назвались Алтушкой, так как практически вся наша команда живет в Алтуфьевском районе. В сезонах 2016-2018 выступали в Московской Дворовой Хоккейной лиге по району СВАОВ сезоне 2018-2019 наконец попробовали себя в Ночной Хоккейной лиге МосквыВ сезоне 2019-2020 дошли до плей-оффа и заняли 4ое место в Ночной Хоккейной лиге МосквыНаша задача совершенствоваться и играть еще лучше.",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_2821_20180719123501.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_4652_20190813150049.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_4652_20190813150048.jpg}"
Альтаир,,,г. Биробиджан,,,https://eao.nhliga.org/data/teams/logo/200/teamlogo_5946_20201223124858.jpg,null,{},{},,,,,,,,,,"{https://eao.nhliga.org/data/teams/photo/large/team_photo_2279_20171030110118.jpg, https://eao.nhliga.org/data/teams/form/large/team_form_4908_20190912172859.jpg}"
Арена Бобры,"Основан в 2005 году.  Название команды ""Бобры"" было выбрано из множества вариантов, среди которых чаще всего звучало слово «плотина», а поскольку плотины строят такие симпатичные и упорные «ластохвостые» как бобры, то и команда стала называться ""Бобры"" В первом же сезоне ""Бобры"" стали победителями АХЛ(РЛХЛ) в дивизионе ""Дебютант"". Следующий успех пришел к команде в 2010 году, когда команда стала обладателем престижного в любительском хоккее ""Кубка Кузькина"".  В 2013 году Бобры одержали победу в международном турнире ""Leningradcup"" в Санкт-Петербурге. В 2014 году ветераны из команды «Бобры 40+» стали победителями московского Отборочного этапа Ночной хоккейной лиги в дивизионе «Любитель 40+».на турнире в Сочи в мае 2014 года команда «Бобры 40+» вошла в десятку лучших ветеранских команд Всероссийского Фестиваля Ночной хоккейной лиги. А на следующий год, весной 2015 и молодежная команда ""Бобры"" подхватила победную эстафету и стала победителем московского Отборочного этапа в дивизионе «Любитель 18+», и также получила право представлять г. Москву на Фестивале в Сочи.  Огромную признательность выражаем многолетнему главному спонсору ""БОБРОВ"" -компании ""Сервис Тэк"" и ее руководителю Дмитрию Николаевичу Плотникову, и бессменному тренеру Лешковцеву Алексею Григорьевичу за терпение и настойчивость.","Основан в 2005 году.  Название команды ""Бобры"" было выбрано из множества вариантов, среди которых чаще всего звучало слово «плотина», а поскольку плотины строят такие симпатичные и упорные «ластохвостые» как бобры, то и команда стала называться ""Бобры"" В первом же сезоне ""Бобры"" стали победителями АХЛ(РЛХЛ) в дивизионе ""Дебютант"". Следующий успех пришел к команде в 2010 году, когда команда стала обладателем престижного в любительском хоккее ""Кубка Кузькина"".  В 2013 году Бобры одержали победу в международном турнире ""Leningradcup"" в Санкт-Петербурге. В 2014 году ветераны из команды «Бобры 40+» стали победителями московского Отборочного этапа Ночной хоккейной лиги в дивизионе «Любитель 40+».на турнире в Сочи в мае 2014 года команда «Бобры 40+» вошла в десятку лучших ветеранских команд Всероссийского Фестиваля Ночной хоккейной лиги. А на следующий год, весной 2015 и молодежная команда ""Бобры"" подхватила победную эстафету и стала победителем московского Отборочного этапа в дивизионе «Любитель 18+», и также получила право представлять г. Москву на Фестивале в Сочи.  Огромную признательность выражаем многолетнему главному спонсору ""БОБРОВ"" -компании ""Сервис Тэк"" и ее руководителю Дмитрию Николаевичу Плотникову, и бессменному тренеру Лешковцеву Алексею Григорьевичу за терпение и настойчивость.",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_5779_20200923153535.jpeg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_1548_20170914113953.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_5779_20200923153535.jpeg}"
Арктур,,,г. Надым,,,https://yamal.nhliga.org/data/teams/logo/200/teamlogo__1013_27012017_124343.jpg,null,{},{},,,,,,,,,,"{https://yamal.nhliga.org/data/teams/photo/large/team_photo_2160_20171120121144.jpg, https://yamal.nhliga.org/data/teams/form/large/team_form_5282_20191022105427.jpg}"
Армада,,,г. Магадан,,,https://magadan.nhliga.org/data/teams/logo/200/teamlogo_6215_20210217114133.png,null,{},{},,,,,,,,,,"{https://magadan.nhliga.org/data/teams/photo/large/team_photo_6215_20210217114149.jpg, https://magadan.nhliga.org/data/teams/form/large/team_form_6215_20210217114149.jpg}"
Армада,"История хоккейной команды «Армада» начинается с участия в Отборочном этапе сезона 2014/2015 гг. и является продолжением истории хоккейной команды, которая называлась «Атлантида».
Любители хоккея, наигравшиеся, на протяжении нескольких лет, раз в неделю между собой, весной 2012 года начали поиск новых эмоций, организуя товарищеские игры. Успешный опыт такого рода игр и подтолкнул наиболее активную часть хоккеистов-любителей на создание команды для участия в соревновательных мероприятиях. В течение лета 2012 года была проделана сложная работа по разработке и изготовлению игровой формы.
Первой серьезной проверкой, которую прошла команда, стал «Кубок Янтаря – 2012» – дивизион «Стеклянный». Обладание «Кубком Янтаря – 2012» придало команде некоторую уверенность в силах, и два сезона подряд команда достойно состязалась в дивизионе «Хрустальный» регулярного чемпионата проводимого РТХЛ. Наступившее пресыщение подтолкнуло к поиску новых эмоций.
С 2014 года команда выступает в «Ночной хоккейной лиге».
«Армада» – команда друзей, на чистом энтузиазме созидающая свою историю, без спонсорской поддержки, не представляя коммерческие и прочие организации, сохраняя верность сложившимся традициям любительского хоккея.","История хоккейной команды «Армада» начинается с участия в Отборочном этапе сезона 2014/2015 гг. и является продолжением истории хоккейной команды, которая называлась «Атлантида».
Любители хоккея, наигравшиеся, на протяжении нескольких лет, раз в неделю между собой, весной 2012 года начали поиск новых эмоций, организуя товарищеские игры. Успешный опыт такого рода игр и подтолкнул наиболее активную часть хоккеистов-любителей на создание команды для участия в соревновательных мероприятиях. В течение лета 2012 года была проделана сложная работа по разработке и изготовлению игровой формы.
Первой серьезной проверкой, которую прошла команда, стал «Кубок Янтаря – 2012» – дивизион «Стеклянный». Обладание «Кубком Янтаря – 2012» придало команде некоторую уверенность в силах, и два сезона подряд команда достойно состязалась в дивизионе «Хрустальный» регулярного чемпионата проводимого РТХЛ. Наступившее пресыщение подтолкнуло к поиску новых эмоций.
С 2014 года команда выступает в «Ночной хоккейной лиге».
«Армада» – команда друзей, на чистом энтузиазме созидающая свою историю, без спонсорской поддержки, не представляя коммерческие и прочие организации, сохраняя верность сложившимся традициям любительского хоккея.",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_1554_20170817192851.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_1554_20170827214231.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_1554_20170920104937.jpg}"
Армейцы,,,г. Ставрополь,,,https://stavropol.nhliga.org/data/teams/logo/200/teamlogo_3737_20181003114146.jpg,null,{},{},,,,,,,,,,"{https://stavropol.nhliga.org/data/teams/photo/large/team_photo_5358_20200206163939.jpeg, https://stavropol.nhliga.org/data/teams/form/large/team_form_3737_20181003114331.jpeg}"
Армейцы 2,,,Ставрополь,,,https://stavropol.nhliga.org/data/teams/logo/default_logo.jpg,null,{},{},,,,,,,,,,{https://stavropol.nhliga.org/data/teams/form/default_form.jpg}
Арсенал,,,г. Биробиджан,,,https://eao.nhliga.org/data/teams/logo/200/teamlogo_5948_20201223003615.jpg,null,{},{},,,,,,,,,,"{https://eao.nhliga.org/data/teams/photo/large/team_photo_4907_20200401174257.jpg, https://eao.nhliga.org/data/teams/form/large/team_form_2328_20171109164543.jpg}"
Арсенал,"Хоккейный Клуб «Арсенал» основан 1 апреля 2012 года.
Основателем и руководителем Клуба является Дубов Юрий Васильевич.
В системе Хоккейного Клуба Арсенал два направления:1. Arsenal Hockey School (школа подготовки взрослых хоккеистов любителей)2. Работа с командами
В ARSENAL HOCKEY SCHOOL ежедневно проводятся тренировки на индивидуальные навыки для хоккеистов любителей разного возраста и уровня подготовки. В программу включены тренировки по станциям, тактические и скоростно-силовые тренировки, а также тренировки на малом льду и в бросковой зоне. Традиционно, каждый календарный праздник, проводятся праздничные матчи, в которых могут принять участие все желающие.
В составе Клуба 4 команды: «Арсенал», «Арсенал Школа Хоккея», «ARSENAL III» и «Арсенал 2020».
Команды ежегодно принимают участие в чемпионатах г. Москвы: «Ночная Хоккейная Лига», «Любительская Хоккейная Лига - 77»; а также в различных Турнирах и Кубках.
Arsenal Hockey School ежегодно проводит Кубки для любительских команд Москвы и Подмосковья:в мае «Кубок Виктории», посвящённый Дню Победы и в августе «Кубок Флага России».
Наш девиз: «НАША СИЛА В ЕДИНСТВЕ!», так как мы никогда не делаем ставку на одного игрока или на отдельное звено. Каждый игрок способен играть на любой позиции и в любом сочетании. Каждое звено может решить исход матча. Сила команды в ее коллективе. Только когда все вместе стремятся к одной цели возможен результат!
Достижения Хоккейного Клуба Арсенал:
Кубок Преображенских Витязей, Осень 2014, 1-ое место
Кубок Преображенских Витязей, Весна 2015, 1-ое место
Кубок Преображенских Витязей, Весна 2016, 1-ое место
Турнир Theta Brewery Cup, 2017, 2-ое место
Турнир IONE CUP, 2017, 2-ое место
Street Hockey League, Сезон 2017/2018, Дивизион Новые легенды, 2-ое место
Ночная Хоккейная Лига, Сезон 2017/2018, Лига Надежды 18+ Москва, 6 группа, 2-ое место
Кубок Виктории 2018 май, 2 группа, 3-е место
Ночная Хоккейная Лига, Сезон 2018/2019, Лига Надежды 18+ Москва, 6 группа, 2-ое место
Кубок Флага России 2019 август, 2-ое место
Кубок Гризли - 2020, Москва, Дивизион С, 2-ое место
Чемпионат г.Москвы ЛХЛ-77, Сезон 2019/2020, дивизион Стартап, 1-ое место
Ночная Хоккейная Лига, Сезон 2019/2020, Лига Надежды 18+ Москва, 8 группа, 2-ое место
Ночная Хоккейная Лига, Сезон 2019/2020, Лига Надежды 18+ Москва, 6 группа, 1-ое место","Хоккейный Клуб «Арсенал» основан 1 апреля 2012 года.
Основателем и руководителем Клуба является Дубов Юрий Васильевич.
В системе Хоккейного Клуба Арсенал два направления:1. Arsenal Hockey School (школа подготовки взрослых хоккеистов любителей)2. Работа с командами
В ARSENAL HOCKEY SCHOOL ежедневно проводятся тренировки на индивидуальные навыки для хоккеистов любителей разного возраста и уровня подготовки. В программу включены тренировки по станциям, тактические и скоростно-силовые тренировки, а также тренировки на малом льду и в бросковой зоне. Традиционно, каждый календарный праздник, проводятся праздничные матчи, в которых могут принять участие все желающие.
В составе Клуба 4 команды: «Арсенал», «Арсенал Школа Хоккея», «ARSENAL III» и «Арсенал 2020».
Команды ежегодно принимают участие в чемпионатах г. Москвы: «Ночная Хоккейная Лига», «Любительская Хоккейная Лига - 77»; а также в различных Турнирах и Кубках.
Arsenal Hockey School ежегодно проводит Кубки для любительских команд Москвы и Подмосковья:в мае «Кубок Виктории», посвящённый Дню Победы и в августе «Кубок Флага России».
Наш девиз: «НАША СИЛА В ЕДИНСТВЕ!», так как мы никогда не делаем ставку на одного игрока или на отдельное звено. Каждый игрок способен играть на любой позиции и в любом сочетании. Каждое звено может решить исход матча. Сила команды в ее коллективе. Только когда все вместе стремятся к одной цели возможен результат!
Достижения Хоккейного Клуба Арсенал:
Кубок Преображенских Витязей, Осень 2014, 1-ое место
Кубок Преображенских Витязей, Весна 2015, 1-ое место
Кубок Преображенских Витязей, Весна 2016, 1-ое место
Турнир Theta Brewery Cup, 2017, 2-ое место
Турнир IONE CUP, 2017, 2-ое место
Street Hockey League, Сезон 2017/2018, Дивизион Новые легенды, 2-ое место
Ночная Хоккейная Лига, Сезон 2017/2018, Лига Надежды 18+ Москва, 6 группа, 2-ое место
Кубок Виктории 2018 май, 2 группа, 3-е место
Ночная Хоккейная Лига, Сезон 2018/2019, Лига Надежды 18+ Москва, 6 группа, 2-ое место
Кубок Флага России 2019 август, 2-ое место
Кубок Гризли - 2020, Москва, Дивизион С, 2-ое место
Чемпионат г.Москвы ЛХЛ-77, Сезон 2019/2020, дивизион Стартап, 1-ое место
Ночная Хоккейная Лига, Сезон 2019/2020, Лига Надежды 18+ Москва, 8 группа, 2-ое место
Ночная Хоккейная Лига, Сезон 2019/2020, Лига Надежды 18+ Москва, 6 группа, 1-ое место",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_2923_20180810202416.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_5830_20210204120652.jpeg, https://msk.nhliga.org/data/teams/form/large/team_form_1619_20170824213015.jpg}"
