title,description,minidescription,city,type,level,profile_picture,is_visible,phones,mails,instagram,vk,website,whats_app,facebook,classmates,tiktok,twitter,youtube,gallery
ВНИИА,"Хоккейная команда была создана на базе хоккейной секции всероссийского научно-исследователського института автоматики им. Н.Л.Духова в 2015 году. За свою историю команда поучавствовала в нескольких турнирах: в 2016 году в двухдневном турнире Минэнерго, в 2017 в отраслевой спартакиаде госкорпорации ""Росатом"" - в отборочном этапе ""Атомиады"" в г.Заречный Пензенской области, в 2019 в отраслевой спартакиаде госкорпорации ""Росатом"" - в отборочном этапе ""Атомиады"" в г. Саров, сезоны 2017-2018 и 2018-2019 в Ночной Хоккейной Лиге. Девиз команды: наш успех-в наших традициях.","Хоккейная команда была создана на базе хоккейной секции всероссийского научно-исследователського института автоматики им. Н.Л.Духова в 2015 году. За свою историю команда поучавствовала в нескольких турнирах: в 2016 году в двухдневном турнире Минэнерго, в 2017 в отраслевой спартакиаде госкорпорации ""Росатом"" - в отборочном этапе ""Атомиады"" в г.Заречный Пензенской области, в 2019 в отраслевой спартакиаде госкорпорации ""Росатом"" - в отборочном этапе ""Атомиады"" в г. Саров, сезоны 2017-2018 и 2018-2019 в Ночной Хоккейной Лиге. Девиз команды: наш успех-в наших традициях.",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_7036_20210830161641.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_2804_20181029105409.jpeg, https://msk.nhliga.org/data/teams/form/large/team_form_7036_20210909141619.jpg}"
Вольта,"Хоккейный клуб ""ВОЛЬТА"" (""WOLTA"") был образован в августе 2015 года. Сезон 2015-16 гг. стал дебютным для команды в Ночной Хоккейной Лиге. По итогам выступления в нём команда стала серебряным призёром регулярного чемпионата. В сезоне 2016-17 гг. команда выиграла регулярный чемпионат, но проиграла в финале плей-офф. Сезон 2017-18 гг. оказался «золотым» для клуба - команда стала чемпионом 3 группы Лиги Надежды.
    Названием клуб обязан титульному спонсору - светотехнической компании ""WOLTA"", в лице генерального директора, а также форварда команды Коновалова Сергея. Игроки команды имеют большой опыт выступления в любительских хоккейных лигах и  удостаивались множества как командных, так и индивидуальных наград.
    Игроки команды понимают, что общий успех целиком зависит от каждого выигранного матча, от каждого выигранного эпизода в игре, от полной самоотдачи во взаимодействии с партнёрами, от упорных тренировок и командной дисциплины.
    Превзойти достижения. Превзойти себя. Превзойти соперника!","Хоккейный клуб ""ВОЛЬТА"" (""WOLTA"") был образован в августе 2015 года. Сезон 2015-16 гг. стал дебютным для команды в Ночной Хоккейной Лиге. По итогам выступления в нём команда стала серебряным призёром регулярного чемпионата. В сезоне 2016-17 гг. команда выиграла регулярный чемпионат, но проиграла в финале плей-офф. Сезон 2017-18 гг. оказался «золотым» для клуба - команда стала чемпионом 3 группы Лиги Надежды.
    Названием клуб обязан титульному спонсору - светотехнической компании ""WOLTA"", в лице генерального директора, а также форварда команды Коновалова Сергея. Игроки команды имеют большой опыт выступления в любительских хоккейных лигах и  удостаивались множества как командных, так и индивидуальных наград.
    Игроки команды понимают, что общий успех целиком зависит от каждого выигранного матча, от каждого выигранного эпизода в игре, от полной самоотдачи во взаимодействии с партнёрами, от упорных тренировок и командной дисциплины.
    Превзойти достижения. Превзойти себя. Превзойти соперника!",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_551_20160827120020.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_5804_20201001090340.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_5804_20201001090340.jpg}"
Вольфрам,"Хоккейная команда «Вольфрам» была образована в 1982 году в п. Восток, находящегося на севере Приморского края, в Красноармейском районе, на удалении от краевого центра - г. Владивостока за 750км. Поселок находится на отметке 850 м над уровнем моря.. В далеком, 1980 году, руководством градообразующего предприятия Приморского Горно-обогатительного комбината было принято решение о развитии массовой физической культуры и спорта в поселке и создании спортивных клубов и секций.
 Первым тренером ХК «Вольфрам» был Николай Стасенко. Он и сейчас находится в строю команды. На базе хоккейного клуба образовалось несколько групп для занятия любимым видом спорта многих взрослых, а также и мальчишкам. С 1986 по 1994 год взрослая команда являлась участником первенства Приморского края группы А и становилась неоднократным ее призером. В новейшее время с 2000 года ХК «Вольфрам» стал развиваться в трех основных направлениях: 1. Детско-юношеское (ДЮСШ) 2. Любительский взрослый 3. Любительский ветеранский.  С 2007 года ХК «Вольфрам» становится постоянным участником зимних спартакиад Приморского края по хоккею с шайбой. ХК «Вольфрам» - является семикратным чемпионом Приморского края.
В сезонах 2010-2011, 2012-2013 годов становились серебряными призерами Приморского края среди любительских команд. В сезон 2010-2011 гг. – ХК «Вольфрам» - чемпион Дальнего Востока. В сезонах 2011-2012 и 2013-2014 годов, команда завоевала звание чемпионов Приморского края среди любительских команд. ХК «Вольфрам» является неоднократным победителем ветеранских турниров Приморского края.
В Ночной Хоккейной Лиге – команда «Вольфрам» участвует с момента ее образования.
В сезонах 2011-2012 и 2012-2013 годов становились участниками 1-го и 2-го  Всероссийского фестиваля Ночной хоккейной лиги. В сезоне 2013-14 стали серебряными призерами в «Кубке Надежд» на Всероссийском Фестивале в г. Сочи. На 4-м и 5-м Всероссийских Фестивалях Ночной Лиги, сезона 2014-15, «Вольфрам» принимал участие в «Лиге Чемпионов» в дивизионе «Любитель 40+» и занял соответственно 13-е и 9-е место.
Вдохновителем всех спортивных достижений «Вольфрама» - является Владимир Иванович Шепета, который все свое свободное время отдает развитию спорта в Приморском крае. Благодаря его усилиям, команда «Вольфрам» принимает участие во всех значимых спортивных турнирах не только на территории Приморского края, но и за его пределами.","Хоккейная команда «Вольфрам» была образована в 1982 году в п. Восток, находящегося на севере Приморского края, в Красноармейском районе, на удалении от краевого центра - г. Владивостока за 750км. Поселок находится на отметке 850 м над уровнем моря.. В далеком, 1980 году, руководством градообразующего предприятия Приморского Горно-обогатительного комбината было принято решение о развитии массовой физической культуры и спорта в поселке и создании спортивных клубов и секций.
 Первым тренером ХК «Вольфрам» был Николай Стасенко. Он и сейчас находится в строю команды. На базе хоккейного клуба образовалось несколько групп для занятия любимым видом спорта многих взрослых, а также и мальчишкам. С 1986 по 1994 год взрослая команда являлась участником первенства Приморского края группы А и становилась неоднократным ее призером. В новейшее время с 2000 года ХК «Вольфрам» стал развиваться в трех основных направлениях: 1. Детско-юношеское (ДЮСШ) 2. Любительский взрослый 3. Любительский ветеранский.  С 2007 года ХК «Вольфрам» становится постоянным участником зимних спартакиад Приморского края по хоккею с шайбой. ХК «Вольфрам» - является семикратным чемпионом Приморского края.
В сезонах 2010-2011, 2012-2013 годов становились серебряными призерами Приморского края среди любительских команд. В сезон 2010-2011 гг. – ХК «Вольфрам» - чемпион Дальнего Востока. В сезонах 2011-2012 и 2013-2014 годов, команда завоевала звание чемпионов Приморского края среди любительских команд. ХК «Вольфрам» является неоднократным победителем ветеранских турниров Приморского края.
В Ночной Хоккейной Лиге – команда «Вольфрам» участвует с момента ее образования.
В сезонах 2011-2012 и 2012-2013 годов становились участниками 1-го и 2-го  Всероссийского фестиваля Ночной хоккейной лиги. В сезоне 2013-14 стали серебряными призерами в «Кубке Надежд» на Всероссийском Фестивале в г. Сочи. На 4-м и 5-м Всероссийских Фестивалях Ночной Лиги, сезона 2014-15, «Вольфрам» принимал участие в «Лиге Чемпионов» в дивизионе «Любитель 40+» и занял соответственно 13-е и 9-е место.
Вдохновителем всех спортивных достижений «Вольфрама» - является Владимир Иванович Шепета, который все свое свободное время отдает развитию спорта в Приморском крае. Благодаря его усилиям, команда «Вольфрам» принимает участие во всех значимых спортивных турнирах не только на территории Приморского края, но и за его пределами.",п. Восток,,,https://primorye.nhliga.org/data/teams/logo/200/t_logo_567_Volfram_1_11042017_210817.jpg,null,{},{},,,,,,,,,,"{https://primorye.nhliga.org/data/teams/photo/large/team_photo_2659_20180411160132.jpg, https://primorye.nhliga.org/data/teams/form/large/team_form_2659_20180411160144.jpg}"
Вольфрам Б,,,п. Сосновка,,,https://region35.nhliga.org/data/teams/logo/200/teamlogo_6933_20210416024624.jpg,null,{},{},,,,,,,,,,"{https://region35.nhliga.org/data/teams/photo/large/team_photo_6933_20210412133932.jpg, https://region35.nhliga.org/data/teams/form/large/team_form_6933_20210412133917.jpg}"
Вольфрам Б,,,п. Сосновка,,,https://region35.nhliga.org/data/teams/logo/200/teamlogo_6933_20210416024624.jpg,null,{},{},,,,,,,,,,"{https://region35.nhliga.org/data/teams/photo/large/team_photo_6933_20210412133932.jpg, https://region35.nhliga.org/data/teams/form/large/team_form_6933_20210412133917.jpg}"
Восход,,,г. Салехард,,,https://yamal.nhliga.org/data/teams/logo/default_logo.jpg,null,{},{},,,,,,,,,,{https://yamal.nhliga.org/data/teams/form/default_form.jpg}
Восход+,"Хоккейный клуб «Восход» был образован в начале 1978 года. Огромная роль в его создании принадлежит Николаю Тимофеевичу Федотову, в то время председателю окружного совета добровольно-спортивного общества «Урожай». Первый тренер команды - Владимир Юрьевич Смирнов (с 1978 по 1981 включительно и с 1983 по май 1986). С осени 1986 по 1991 год включительно тренер - Валерий Петрович Парфенчик.
ХК «Восход» - неоднократный призёр соревнований на первенство Ямало-Ненецкого округа:
II место - в сезонах 1977-1978, 1979-1980, 1980-1981, 1988-1989 гг.
III место - в сезоне 1989-1990 гг.
ХК «Восход» дважды завоёвывал медали первенства Тюменской области по ДСО «Урожай»:
II место - в сезоне 1979-1980 гг.;  III место - в сезоне 1980-1981 гг.
В сезоне 2007-2008 гг. ХК «Восход» стал победителем турнира, посвящённого Дню Защитника Отечества и 45-летию хоккея ЯНАО. Ямало-Ненецкого автономного округа.
В сезоне 2008-2009 гг. ХК «Восход» стал победителем турнира, посвящённого Дню Защитника Отечества и 47-летию хоккея Ямало-Ненецкого автономного округа.
В сезоне 2010-2011 гг. ХК «Восход» стал вторым на хоккейном турнире XII Спартакиады народов Севера России «Заполярные игры».
В этом же сезоне ХК «Восход» занял второе место в соревнованиях на Кубок Губернатора Ямало-Ненецкого автономного округа.
В сезоне 2011-2012 гг. ХК «Восход» стал третьим на хоккейном турнире XIII Спартакиаде народов Севера России «Заполярные игры».
В сезоне 2011-2012 гг. ХК «Восход» стал победителем  на призы Региональной общественной организации «Федерация хоккея Ямало-Ненецкого автономного округа».
В сезоне 2012-2013 гг. ХК «Восход» стали вторыми в Чемпионате Ямало-Ненецкого автономного округа .  
В сезоне 2013-2014 гг. ХК «Восход» 40+,18+ стали победителями III-го Отборочного этапа Всероссийского Фестиваля по хоккею среди любительских команд  в Ямало-Ненецком автономном округе .  
В сезоне 2015-2016 гг.  ХК «Восход» дивизионе любитель 18+ «ЛБЧ» стал  победителем  V-го Отборочного этапа Всероссийского Фестиваля по хоккею среди любительских команд  в Ямало-Ненецком автономном округе .  
В сезоне 2016-2017 гг.  ХК «Восход» дивизионе любитель 18+ «Лига Наднжды» стал  победителем  VI -го Отборочного этапа Всероссийского Фестиваля по хоккею среди любительских команд  в Ямало-Ненецком автономном округе .  
В сезоне 2017-2018 гг.  ХК «Восход» дивизионе любитель 18+ «Лига Наднжды» стал  победителем  VII -го Отборочного этапа Всероссийского Фестиваля по хоккею среди любительских команд  в Ямало-Ненецком автономном округе .","Хоккейный клуб «Восход» был образован в начале 1978 года. Огромная роль в его создании принадлежит Николаю Тимофеевичу Федотову, в то время председателю окружного совета добровольно-спортивного общества «Урожай». Первый тренер команды - Владимир Юрьевич Смирнов (с 1978 по 1981 включительно и с 1983 по май 1986). С осени 1986 по 1991 год включительно тренер - Валерий Петрович Парфенчик.
ХК «Восход» - неоднократный призёр соревнований на первенство Ямало-Ненецкого округа:
II место - в сезонах 1977-1978, 1979-1980, 1980-1981, 1988-1989 гг.
III место - в сезоне 1989-1990 гг.
ХК «Восход» дважды завоёвывал медали первенства Тюменской области по ДСО «Урожай»:
II место - в сезоне 1979-1980 гг.;  III место - в сезоне 1980-1981 гг.
В сезоне 2007-2008 гг. ХК «Восход» стал победителем турнира, посвящённого Дню Защитника Отечества и 45-летию хоккея ЯНАО. Ямало-Ненецкого автономного округа.
В сезоне 2008-2009 гг. ХК «Восход» стал победителем турнира, посвящённого Дню Защитника Отечества и 47-летию хоккея Ямало-Ненецкого автономного округа.
В сезоне 2010-2011 гг. ХК «Восход» стал вторым на хоккейном турнире XII Спартакиады народов Севера России «Заполярные игры».
В этом же сезоне ХК «Восход» занял второе место в соревнованиях на Кубок Губернатора Ямало-Ненецкого автономного округа.
В сезоне 2011-2012 гг. ХК «Восход» стал третьим на хоккейном турнире XIII Спартакиаде народов Севера России «Заполярные игры».
В сезоне 2011-2012 гг. ХК «Восход» стал победителем  на призы Региональной общественной организации «Федерация хоккея Ямало-Ненецкого автономного округа».
В сезоне 2012-2013 гг. ХК «Восход» стали вторыми в Чемпионате Ямало-Ненецкого автономного округа .  
В сезоне 2013-2014 гг. ХК «Восход» 40+,18+ стали победителями III-го Отборочного этапа Всероссийского Фестиваля по хоккею среди любительских команд  в Ямало-Ненецком автономном округе .  
В сезоне 2015-2016 гг.  ХК «Восход» дивизионе любитель 18+ «ЛБЧ» стал  победителем  V-го Отборочного этапа Всероссийского Фестиваля по хоккею среди любительских команд  в Ямало-Ненецком автономном округе .  
В сезоне 2016-2017 гг.  ХК «Восход» дивизионе любитель 18+ «Лига Наднжды» стал  победителем  VI -го Отборочного этапа Всероссийского Фестиваля по хоккею среди любительских команд  в Ямало-Ненецком автономном округе .  
В сезоне 2017-2018 гг.  ХК «Восход» дивизионе любитель 18+ «Лига Наднжды» стал  победителем  VII -го Отборочного этапа Всероссийского Фестиваля по хоккею среди любительских команд  в Ямало-Ненецком автономном округе .",г. Салехард,,,https://yamal.nhliga.org/data/teams/logo/200/teamlogo_6015_20201117092742.jpg,null,{},{},,,,,,,,,,"{https://yamal.nhliga.org/data/teams/photo/large/team_photo_6015_20201117092653.jpg, https://yamal.nhliga.org/data/teams/form/large/team_form_6015_20201117092652.jpg}"
Воткинские Ракеты,"В 2020 году построен и открыт в городе Воткинск ледовый дворец «Знамя». В этом же году образовалась команда «Воткинские ракеты». Название не случайное, игроки взращены хоккеем с мячом и знаю, что такое быстрые атаки. Первый блин не комом.","В 2020 году построен и открыт в городе Воткинск ледовый дворец «Знамя». В этом же году образовалась команда «Воткинские ракеты». Название не случайное, игроки взращены хоккеем с мячом и знаю, что такое быстрые атаки. Первый блин не комом.",г. Воткинск,,,https://udm.nhliga.org/data/teams/logo/200/teamlogo_5971_20200930152008.jpg,null,{},{},,,,,,,,,,"{https://udm.nhliga.org/data/teams/photo/large/team_photo_5971_20200930152008.jpg, https://udm.nhliga.org/data/teams/form/large/team_form_5971_20200930152008.jpg}"
Газовик,,,Моршанский р-н,,,https://tambov.nhliga.org/data/teams/logo/200/teamlogo_4775_20190822121738.jpg,null,{},{},,,,,,,,,,{https://tambov.nhliga.org/data/teams/form/large/team_form_4775_20190822121738.jpg}
Газпром трансгаз Уфа,"Информация о команде ""Газпром трансгаз Уфа""
 
Команда ""Газпром трансгаз Уфа"" (в сезоне 2018-2019 гг. – ""Премьер ЧВС 40+"") образована 1 октября 2018 года. Девиз команды ""Хоккею все возрасты покорны!"". Костяк команды состоит из работников ООО ""Газпром трансгаз Уфа"", которые ежегодно принимают участие в турнирах  Корпоративной Хоккейной Лиги в составах различных команд.
Руководитель и капитан команды – Рыцев Станислав Николаевич, тренер – Мансуров Тимур Венерович.","Информация о команде ""Газпром трансгаз Уфа""
 
Команда ""Газпром трансгаз Уфа"" (в сезоне 2018-2019 гг. – ""Премьер ЧВС 40+"") образована 1 октября 2018 года. Девиз команды ""Хоккею все возрасты покорны!"". Костяк команды состоит из работников ООО ""Газпром трансгаз Уфа"", которые ежегодно принимают участие в турнирах  Корпоративной Хоккейной Лиги в составах различных команд.
Руководитель и капитан команды – Рыцев Станислав Николаевич, тренер – Мансуров Тимур Венерович.",г. Уфа,,,https://rb.nhliga.org/data/teams/logo/200/teamlogo_6093_20201229204053.jpg,null,{},{},,,,,,,,,,"{https://rb.nhliga.org/data/teams/photo/large/team_photo_6093_20210325205716.jpg, https://rb.nhliga.org/data/teams/form/large/team_form_6093_20201226114517.jpg}"
Гарант,"ХК ""Гарант"" образовался в 2018 году из игроков любителей, по-настоящему любящих хоккей.Это коллектив единомышленников, простых людей самых различных профессий.ХК ""Гарант""- это команда игроков энтузиастов, которые заинтересованы в популяризации здорового образа жизни и продвижении любительского хоккея в массы.Основными ценностями клуба является дружеская и весёлая атмосфера в коллективе.Клуб существует на самофинансировании и открыт к спонсорским предложениям !!! Спонсорами ХК Гарант являются компании DOT Digital Agency (http://www.dot.ru/) и Promintergroup AG (http://promintergroup.com/)","ХК ""Гарант"" образовался в 2018 году из игроков любителей, по-настоящему любящих хоккей.Это коллектив единомышленников, простых людей самых различных профессий.ХК ""Гарант""- это команда игроков энтузиастов, которые заинтересованы в популяризации здорового образа жизни и продвижении любительского хоккея в массы.Основными ценностями клуба является дружеская и весёлая атмосфера в коллективе.Клуб существует на самофинансировании и открыт к спонсорским предложениям !!! Спонсорами ХК Гарант являются компании DOT Digital Agency (http://www.dot.ru/) и Promintergroup AG (http://promintergroup.com/)",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_2860_20180727105827.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_5849_20201003062858.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_2860_20180727111357.jpg}"
Гвардия,,,г. Новосибирск,,,https://nsk.nhliga.org/data/teams/logo/200/t_logo_1109_Gvardiya_1_12042017_114644.jpg,null,{},{},,,,,,,,,,"{https://nsk.nhliga.org/data/teams/photo/large/team_photo_5516_20200127155644.jpeg, https://nsk.nhliga.org/data/teams/form/default_form.jpg}"
ГТО,"Команда «ГТО»  образовалась в 2014 году. Идея создания команды принадлежит Юрьеву Евгению и Моретонесу Роману. Состав команды был сформирован из парней, проживающих в пос. Удельная  Раменского района, знающих друг друга с детства и увлеченные игрой в хоккей. Со временем к нам присоединились парни из Люберец и Москвы. Мы длительное время арендовали лед на катках «Марьино», «Русь» и «Морозово», где совершенствовали свои навыки игры, проводя «двухсторонки»  между собой.  В  2014 году решили попробовать свои силы и принять участие в  «Летнем  Кубке 2014», проводимом НПХЛ, в дивизионе «Дебютант».  В последствии наша команда провела два чемпионата  2014/15 и 2015/16 в НПХЛ в дивизионах «Дебютант» и «Стажер». Начиная с сезона 2016/17 и по настоящее время наша  команда играет в Ночной Хоккейной Лиге в дивизионе «18+ Лига Надежды», За все время участия нашей команды в разных турнирах состав  практически не менялся.  Больших достижений у нашей команды пока  нет. Но мы не опускаем руки и верим, что победы придут.","Команда «ГТО»  образовалась в 2014 году. Идея создания команды принадлежит Юрьеву Евгению и Моретонесу Роману. Состав команды был сформирован из парней, проживающих в пос. Удельная  Раменского района, знающих друг друга с детства и увлеченные игрой в хоккей. Со временем к нам присоединились парни из Люберец и Москвы. Мы длительное время арендовали лед на катках «Марьино», «Русь» и «Морозово», где совершенствовали свои навыки игры, проводя «двухсторонки»  между собой.  В  2014 году решили попробовать свои силы и принять участие в  «Летнем  Кубке 2014», проводимом НПХЛ, в дивизионе «Дебютант».  В последствии наша команда провела два чемпионата  2014/15 и 2015/16 в НПХЛ в дивизионах «Дебютант» и «Стажер». Начиная с сезона 2016/17 и по настоящее время наша  команда играет в Ночной Хоккейной Лиге в дивизионе «18+ Лига Надежды», За все время участия нашей команды в разных турнирах состав  практически не менялся.  Больших достижений у нашей команды пока  нет. Но мы не опускаем руки и верим, что победы придут.",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_1555_20170814225436.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_1555_20170814225455.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_1555_20170814225507.jpg}"
Девон,,,г. Туймазы,,,https://rb.nhliga.org/data/teams/logo/default_logo.jpg,null,{},{},,,,,,,,,,{https://rb.nhliga.org/data/teams/form/default_form.jpg}
Джентльмены Кубани,,,г. Краснодар,,,https://kuban.nhliga.org/data/teams/logo/200/teamlogo_5054_20191003101719.jpg,null,{},{},,,,,,,,,,"{https://kuban.nhliga.org/data/teams/photo/large/team_photo_6192_20201028160908.jpg, https://kuban.nhliga.org/data/teams/form/large/team_form_1462_20170424134334.jpg}"
Динамо,,,г. Ставрополь,,,https://stavropol.nhliga.org/data/teams/logo/200/teamlogo_6680_20201218123218.jpg,null,{},{},,,,,,,,,,{https://stavropol.nhliga.org/data/teams/form/default_form.jpg}
Директор,,,г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_5851_20200922210625.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_5851_20200927010721.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_5851_20200927010757.jpg}"
ДНК,,,г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_7126_20210908122558.jpg,null,{},{},,,,,,,,,,{https://msk.nhliga.org/data/teams/form/default_form.jpg}
Доктора,"Команда организована в августе 2016 года. В ее состав входят исключительно врачи, что является главным критерием для того, чтобы стать членом коллектива и попасть в состав нашей ""клиники на льду"". В прошлом сезоне команда дебютировала в чемпионате Ночной Хоккейной Лиги 2017/18 . Так же мы принимаем участие в различных благотворительных мероприятих и хоккейных матчах, в том числе под эгидой ФХР, как например “Хоккей Против Рака”, «Хокеей против инсульта». Мы приглашем всех на наши игры и с нетерпением ждём встречи с нашими болельщиками в сезоне 2018/19","Команда организована в августе 2016 года. В ее состав входят исключительно врачи, что является главным критерием для того, чтобы стать членом коллектива и попасть в состав нашей ""клиники на льду"". В прошлом сезоне команда дебютировала в чемпионате Ночной Хоккейной Лиги 2017/18 . Так же мы принимаем участие в различных благотворительных мероприятих и хоккейных матчах, в том числе под эгидой ФХР, как например “Хоккей Против Рака”, «Хокеей против инсульта». Мы приглашем всех на наши игры и с нетерпением ждём встречи с нашими болельщиками в сезоне 2018/19",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_1632_20170818154624.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_1632_20170826191701.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_1632_20170818191629.jpeg}"
Домакс,"ХК ДОМАКС образована в 2018 году. Но наш коллектив не первый год играет вместе. В разные года команда под разными названиями становилась победителем хоккейных турниров, проводимых лигами г. Москвы и Московской области. В 2018 году было принято решение назвать команду ХК ДОМАКС. Был придуман логотип и цветовые решения формы. Так же команда регулярно принимает участие в различных зарубежных турнирах таких как «Пражская бочка» в Чехии, Хоккейный турнир «Октоберфест» в г. Фюссен Германия. Главное в нашей команде хороший дружеский коллектив","ХК ДОМАКС образована в 2018 году. Но наш коллектив не первый год играет вместе. В разные года команда под разными названиями становилась победителем хоккейных турниров, проводимых лигами г. Москвы и Московской области. В 2018 году было принято решение назвать команду ХК ДОМАКС. Был придуман логотип и цветовые решения формы. Так же команда регулярно принимает участие в различных зарубежных турнирах таких как «Пражская бочка» в Чехии, Хоккейный турнир «Октоберфест» в г. Фюссен Германия. Главное в нашей команде хороший дружеский коллектив",г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/t_logo__1_1_31082018_144826.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_4679_20190815153913.jpeg, https://msk.nhliga.org/data/teams/form/large/t_form__1_1_31082018_144826.jpeg}"
Дрим-Тим,Команда «Дрим-Тим» основана в 2011 году хоккеистом-любителем Юрием Корневым. Является постоянным участником Регионального чемпионата Ночной хоккейной лиги в Самарской области. На сезон 2019/2020 ледовая дружина из Самары ставит задачу Региональный чемпионат в Самарской области и принять участие в Фестивале в Сочи.,Команда «Дрим-Тим» основана в 2011 году хоккеистом-любителем Юрием Корневым. Является постоянным участником Регионального чемпионата Ночной хоккейной лиги в Самарской области. На сезон 2019/2020 ледовая дружина из Самары ставит задачу Региональный чемпионат в Самарской области и принять участие в Фестивале в Сочи.,г. Самара,,,https://samreg.nhliga.org/data/teams/logo/200/teamlogo_5960_20201214174937.jpg,null,{},{},,,,,,,,,,"{https://samreg.nhliga.org/data/teams/photo/large/team_photo_5960_20201214174937.jpg, https://samreg.nhliga.org/data/teams/form/large/team_form_5960_20201214174937.jpg}"
Дружина,,,г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_1648_20170824214220.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_5840_20200928024251.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_1648_20171103172538.jpg}"
Дружина 2,,,г. Москва,,,https://msk.nhliga.org/data/teams/logo/200/teamlogo_5857_20200916190055.jpg,null,{},{},,,,,,,,,,"{https://msk.nhliga.org/data/teams/photo/large/team_photo_5857_20200928024325.jpg, https://msk.nhliga.org/data/teams/form/large/team_form_5857_20200916190055.jpg}"
ДСК,"Хоккейный клуб «ДСК» был образован на старте VI сезона Ночной Хоккейной Лиги в августе 2016 года. На протяжении всех проведенных командой сезонов её идейным вдохновителем и попечителем является Александр Близнецов, совмещающий в клубе пост руководителя и одного из ведущих игроков команды. 
В дебютном для себя сезоне ХК «ДСК» выступал в Лиге Надежды, в VII сезоне НХЛ - в Лиге Мечты, а в VIII и IX сезонах НХЛ – в Лиге Чемпионов (в дивизионе «Любитель 40+).
Ежегодно перед началом регионального Отборочного этапа в Липецкой области перед Хоккейным клубом «ДСК» ставятся только амбициозные цели – занять место не ниже ПЕРВОГО, и добиться права представлять Липецкую область в финальном турнире Фестиваля в Сочи. Хоккеисты ХК «ДСК» на протяжении четырёх сезонов выполняли поставленную перед ними задачу, радовали своих болельщиков бескомпромиссной игрой и уверенными победами над соперниками.
Новый сезон для ХК «ДСК»– новый вызов. Остаться на вершине всегда труднее, чем на неё подняться. Игроки ХК «ДСК» полны решимости отстоять завоеванные позиции и вновь представлять Липецкую область в финальном турнире Фестиваля в г.Сочи. КОМАНДА верит в поддержку своих болельщиков, а БОЛЕЛЬЩИКИ верят в успех своей команды!","Хоккейный клуб «ДСК» был образован на старте VI сезона Ночной Хоккейной Лиги в августе 2016 года. На протяжении всех проведенных командой сезонов её идейным вдохновителем и попечителем является Александр Близнецов, совмещающий в клубе пост руководителя и одного из ведущих игроков команды. 
В дебютном для себя сезоне ХК «ДСК» выступал в Лиге Надежды, в VII сезоне НХЛ - в Лиге Мечты, а в VIII и IX сезонах НХЛ – в Лиге Чемпионов (в дивизионе «Любитель 40+).
Ежегодно перед началом регионального Отборочного этапа в Липецкой области перед Хоккейным клубом «ДСК» ставятся только амбициозные цели – занять место не ниже ПЕРВОГО, и добиться права представлять Липецкую область в финальном турнире Фестиваля в Сочи. Хоккеисты ХК «ДСК» на протяжении четырёх сезонов выполняли поставленную перед ними задачу, радовали своих болельщиков бескомпромиссной игрой и уверенными победами над соперниками.
Новый сезон для ХК «ДСК»– новый вызов. Остаться на вершине всегда труднее, чем на неё подняться. Игроки ХК «ДСК» полны решимости отстоять завоеванные позиции и вновь представлять Липецкую область в финальном турнире Фестиваля в г.Сочи. КОМАНДА верит в поддержку своих болельщиков, а БОЛЕЛЬЩИКИ верят в успех своей команды!",г. Липецк,,,https://lipetsk48.nhliga.org/data/teams/logo/200/t_logo_837_DSK_1_12042017_085104.jpg,null,{},{},,,,,,,,,,"{https://lipetsk48.nhliga.org/data/teams/photo/large/team_photo_6423_20201201141836.jpg, https://lipetsk48.nhliga.org/data/teams/form/large/team_form_2130_20171018163442.jpg}"
